5,8,13,0,swipeUp,1
6,0,0,6,swipeUp,1
5,0,8,0,swipeUp,1
4,9,0,0,swipeUp,1
4,5,0,0,swipeUp,1
5,0,6,0,swipeUp,1
6,0,0,7,swipeUp,1
6,0,0,5,swipeUp,1
5,0,9,0,swipeUp,1
5,0,8,0,swipeUp,1
5,0,7,9,swipeUp,1
6,0,0,7,swipeUp,1
5,0,7,0,swipeUp,1
6,0,0,5,swipeUp,1
5,0,7,7,swipeUp,1
5,0,9,0,swipeUp,1
5,0,8,0,swipeUp,1
5,0,8,0,swipeUp,1
5,0,9,13,swipeUp,1
5,0,8,0,swipeUp,1
5,0,7,0,swipeUp,1
5,0,9,0,swipeUp,1
5,0,10,0,swipeUp,1
5,0,10,0,swipeUp,1
5,0,5,0,swipeUp,1
5,0,8,0,swipeUp,1
5,0,9,0,swipeUp,1
5,0,8,0,swipeUp,1
5,0,6,0,swipeUp,1
5,7,11,0,swipeUp,1
5,0,10,10,swipeUp,1
6,0,0,7,swipeUp,1
5,0,5,0,swipeUp,1
4,5,0,0,swipeUp,1
5,0,9,0,swipeUp,1
6,0,0,5,swipeUp,1
6,0,0,5,swipeUp,1
5,0,5,0,swipeUp,1
5,8,13,0,swipeUp,1
5,0,11,0,swipeUp,1
6,0,0,5,swipeUp,1
5,0,8,0,swipeUp,1
4,12,0,0,swipeUp,1
5,0,10,0,swipeUp,1
6,0,0,9,swipeUp,1
5,0,9,0,swipeUp,1
5,17,19,0,swipeUp,1
5,0,13,0,swipeUp,1
6,0,0,9,swipeUp,1
5,0,14,0,swipeUp,1
5,0,17,0,swipeUp,1
5,0,7,0,swipeUp,1
6,0,0,8,swipeUp,1
5,0,12,0,swipeUp,1
4,8,0,0,swipeUp,1
5,0,9,0,swipeUp,1
6,0,0,8,swipeUp,1
5,0,10,0,swipeUp,1
4,14,0,0,swipeUp,1
4,14,0,0,swipeUp,1
5,0,13,0,swipeUp,1
6,0,0,12,swipeUp,1
5,0,8,0,swipeUp,1
5,0,17,0,swipeUp,1
5,0,8,0,swipeUp,1
6,0,0,8,swipeUp,1
4,15,0,0,swipeUp,1
4,6,0,0,swipeUp,1
6,0,0,11,swipeUp,1
5,0,7,0,swipeUp,1
4,11,0,0,swipeUp,1
5,0,12,0,swipeUp,1
6,0,0,12,swipeUp,1
4,14,0,0,swipeUp,1
5,0,13,0,swipeUp,1
6,0,0,10,swipeUp,1
6,0,0,12,swipeUp,1
4,13,0,0,swipeUp,1
6,0,0,10,swipeUp,1
5,0,9,0,swipeUp,1
4,6,0,0,swipeUp,1
5,0,4,0,swipeUp,1
6,0,0,7,swipeUp,1
5,0,4,0,swipeUp,1
5,0,8,0,swipeUp,1
5,0,6,0,swipeUp,1
5,0,8,0,swipeUp,1
6,0,0,9,swipeUp,1
5,0,5,0,swipeUp,1
5,0,11,0,swipeUp,1
6,0,0,4,swipeUp,1
5,0,8,0,swipeUp,1
5,0,6,0,swipeUp,1
6,0,0,5,swipeUp,1
5,0,9,0,swipeUp,1
5,0,16,0,swipeUp,1
4,8,0,0,swipeUp,1
6,0,0,8,swipeUp,1
6,0,0,9,swipeUp,1
5,0,6,0,swipeUp,1
4,7,0,0,swipeUp,1
5,0,7,0,swipeUp,1
5,0,6,0,swipeUp,1
6,0,0,8,swipeUp,1
4,10,0,0,swipeUp,1
6,0,0,11,swipeUp,1
5,0,11,0,swipeUp,1
5,0,24,0,swipeUp,1
5,0,10,0,swipeUp,1
6,0,0,11,swipeUp,1
5,0,7,0,swipeUp,1
5,0,8,0,swipeUp,1
6,0,0,7,swipeUp,1
4,8,0,0,swipeUp,1
6,0,0,8,swipeUp,1
5,0,13,0,swipeUp,1
5,0,12,0,swipeUp,1
5,0,16,0,swipeUp,1
6,0,0,5,swipeUp,1
5,0,13,0,swipeUp,1
6,0,0,10,swipeUp,1
5,0,9,0,swipeUp,1
5,0,11,0,swipeUp,1
5,0,13,0,swipeUp,1
6,0,0,8,swipeUp,1
6,0,0,13,swipeUp,1
5,0,13,0,swipeUp,1
6,0,0,8,swipeUp,1
5,0,15,0,swipeUp,1
6,0,0,28,swipeUp,1
5,0,11,0,swipeUp,1
6,0,0,13,swipeUp,1
6,0,0,6,swipeUp,1
5,0,18,0,swipeUp,1
6,0,0,6,swipeUp,1
5,17,18,0,swipeUp,1
6,0,0,18,swipeUp,1
6,0,0,5,swipeUp,1
5,0,11,0,swipeUp,1
5,0,15,0,swipeUp,1
5,0,10,12,swipeUp,1
6,0,0,7,swipeUp,1
5,0,13,0,swipeUp,1
5,12,17,0,swipeUp,1
6,0,0,8,swipeUp,1
5,0,10,0,swipeUp,1
4,12,0,0,swipeUp,1
6,0,0,10,swipeUp,1
5,0,7,0,swipeUp,1
4,11,0,0,swipeUp,1
6,0,0,12,swipeUp,1
5,0,11,0,swipeUp,1
5,0,13,0,swipeUp,1
6,0,0,6,swipeUp,1
8,0,22,0,swipeUp,1
9,0,0,17,swipeUp,1
8,0,16,0,swipeUp,1
6,0,0,29,swipeUp,1
8,0,15,18,swipeUp,1
5,0,12,11,swipeUp,1
9,0,0,18,swipeUp,1
5,0,21,0,swipeUp,1
6,0,0,27,swipeUp,1
5,0,12,10,swipeUp,1
9,0,0,16,swipeUp,1
8,0,29,0,swipeUp,1
6,0,0,12,swipeUp,1
3,0,0,5,swipeUp,1
5,0,10,0,swipeUp,1
7,16,0,0,swipeUp,1
8,0,19,0,swipeUp,1
6,0,0,9,swipeUp,1
8,0,18,0,swipeUp,1
9,0,0,18,swipeUp,1
5,0,26,0,swipeUp,1
8,0,21,0,swipeUp,1
7,28,0,0,swipeUp,1
2,0,5,5,swipeUp,1
5,0,8,0,swipeUp,1
5,18,19,0,swipeUp,1
3,0,0,3,swipeUp,1
9,0,0,14,swipeUp,1
2,0,5,0,swipeUp,1
7,28,0,0,swipeUp,1
2,0,4,0,swipeUp,1
6,0,0,23,swipeUp,1
2,0,4,5,swipeUp,1
5,0,7,0,swipeUp,1
5,0,7,0,swipeUp,1
6,0,0,11,swipeUp,1
7,13,0,0,swipeUp,1
5,0,6,5,swipeUp,1
9,0,0,13,swipeUp,1
1,5,0,0,swipeUp,1
6,0,0,9,swipeUp,1
6,0,0,12,swipeUp,1
5,0,7,8,swipeUp,1
9,0,0,14,swipeUp,1
9,0,0,15,swipeUp,1
8,0,23,0,swipeUp,1
8,0,23,0,swipeUp,1
8,0,14,0,swipeUp,1
8,0,15,0,swipeUp,1
2,0,5,0,swipeUp,1
6,0,0,11,swipeUp,1
8,0,27,0,swipeUp,1
5,0,6,0,swipeUp,1
5,0,19,19,swipeUp,1
9,0,0,19,swipeUp,1
4,10,0,0,swipeUp,1
7,25,0,0,swipeUp,1
8,0,26,0,swipeUp,1
5,0,25,0,swipeUp,1
5,0,9,0,swipeUp,1
5,23,22,0,swipeUp,1
9,0,0,16,swipeUp,1
8,22,21,0,swipeUp,1
9,0,0,27,swipeUp,1
6,0,0,9,swipeUp,1
5,0,9,0,swipeUp,1
7,14,0,0,swipeUp,1
4,20,0,0,swipeUp,1
5,0,9,0,swipeUp,1
5,0,12,11,swipeUp,1
6,0,0,8,swipeUp,1
8,0,18,0,swipeUp,1
8,11,13,0,swipeUp,1
6,0,0,16,swipeUp,1
3,0,0,4,swipeUp,1
5,0,18,0,swipeUp,1
8,0,16,15,swipeUp,1
8,16,13,0,swipeUp,1
8,0,20,0,swipeUp,1
5,0,10,12,swipeUp,1
8,15,14,0,swipeUp,1
8,0,22,0,swipeUp,1
8,13,14,14,swipeUp,1
9,0,0,16,swipeUp,1
5,0,22,0,swipeUp,1
5,0,27,27,swipeUp,1
5,0,25,0,swipeUp,1
5,0,24,0,swipeUp,1
4,11,0,0,swipeUp,1
5,0,16,16,swipeUp,1
5,0,21,0,swipeUp,1
8,13,21,0,swipeUp,1
5,0,17,0,swipeUp,1
8,0,17,0,swipeUp,1
4,18,0,0,swipeUp,1
8,0,14,0,swipeUp,1
6,0,0,27,swipeUp,1
6,0,0,10,swipeUp,1
8,0,13,0,swipeUp,1
5,0,22,0,swipeUp,1
6,0,0,29,swipeUp,1
5,0,19,20,swipeUp,1
8,0,21,0,swipeUp,1
5,0,29,0,swipeUp,1
8,0,19,0,swipeUp,1
6,0,0,12,swipeUp,1
8,0,18,0,swipeUp,1
5,0,29,0,swipeUp,1
9,0,0,15,swipeUp,1
5,0,27,0,swipeUp,1
5,0,28,0,swipeUp,1
5,0,17,0,swipeUp,1
5,0,18,20,swipeUp,1
4,26,0,0,swipeUp,1
6,0,0,27,swipeUp,1
6,0,0,17,swipeUp,1
4,21,0,0,swipeUp,1
5,0,26,0,swipeUp,1
5,0,27,0,swipeUp,1
9,0,0,21,swipeUp,1
4,29,0,0,swipeUp,1
9,0,0,25,swipeUp,1
5,0,27,0,swipeUp,1
6,0,0,26,swipeUp,1
6,0,0,29,swipeUp,1
5,0,27,0,swipeUp,1
7,13,0,0,swipeUp,1
5,0,20,0,swipeUp,1
5,0,26,0,swipeUp,1
8,0,20,0,swipeUp,1
5,0,27,0,swipeUp,1
5,0,27,0,swipeUp,1
7,14,0,0,swipeUp,1
9,0,0,27,swipeUp,1
5,22,22,0,swipeUp,1
8,0,23,0,swipeUp,1
6,0,0,11,swipeUp,1
4,26,0,0,swipeUp,1
8,0,23,0,swipeUp,1
6,0,0,11,swipeUp,1
4,21,0,0,swipeUp,1
5,28,30,0,swipeUp,1
9,0,0,20,swipeUp,1
9,0,0,21,swipeUp,1
8,0,22,0,swipeUp,1
5,0,28,0,swipeUp,1
8,0,25,0,swipeUp,1
6,0,0,16,swipeUp,1
9,0,0,14,swipeUp,1
5,0,29,0,swipeUp,1
8,0,17,21,swipeUp,1
5,0,21,22,swipeUp,1
6,0,0,20,swipeUp,1
4,26,0,0,swipeUp,1
8,0,23,0,swipeUp,1
6,0,0,29,swipeUp,1
8,0,21,0,swipeUp,1
8,0,22,0,swipeUp,1
8,0,29,0,swipeUp,1
8,0,26,24,swipeUp,1
6,0,0,10,swipeUp,1
4,21,0,0,swipeUp,1
8,25,23,21,swipeUp,1
8,0,18,0,swipeUp,1
6,0,0,29,swipeUp,1
5,0,23,0,swipeUp,1
6,0,0,29,swipeUp,1
6,0,0,12,swipeUp,1
8,0,15,0,swipeUp,1
4,24,0,0,swipeUp,1
5,0,27,0,swipeUp,1
9,0,0,15,swipeUp,1
8,0,24,0,swipeUp,1
4,29,0,0,swipeUp,1
2,0,5,6,swipeUp,1
5,0,12,0,swipeUp,1
8,0,24,0,swipeUp,1
3,0,0,2,swipeUp,1
9,0,0,21,swipeUp,1
5,0,11,0,swipeUp,1
5,0,7,0,swipeUp,1
5,0,8,7,swipeUp,1
5,0,9,0,swipeUp,1
5,0,9,0,swipeUp,1
6,0,0,12,swipeUp,1
5,0,16,0,swipeUp,1
5,0,10,9,swipeUp,1
5,17,17,0,swipeUp,1
9,0,0,17,swipeUp,1
5,0,12,0,swipeUp,1
4,29,0,0,swipeUp,1
8,0,19,0,swipeUp,1
2,0,5,0,swipeUp,1
8,0,15,0,swipeUp,1
5,18,20,0,swipeUp,1
5,0,29,0,swipeUp,1
6,0,0,5,swipeUp,1
5,0,12,0,swipeUp,1
8,0,13,0,swipeUp,1
5,0,18,0,swipeUp,1
5,22,21,0,swipeUp,1
5,0,11,0,swipeUp,1
9,0,0,16,swipeUp,1
6,0,0,10,swipeUp,1
5,15,15,0,swipeUp,1
8,10,15,0,swipeUp,1
5,0,20,22,swipeUp,1
6,0,0,6,swipeUp,1
8,23,21,0,swipeUp,1
5,0,21,25,swipeUp,1
8,19,19,0,swipeUp,1
8,22,23,0,swipeUp,1
8,15,14,13,swipeUp,1
8,0,19,0,swipeUp,1
4,27,0,0,swipeUp,1
5,0,29,0,swipeUp,1
5,0,27,0,swipeUp,1
8,0,27,0,swipeUp,1
6,0,0,27,swipeUp,1
8,0,26,0,swipeUp,1
7,17,0,0,swipeUp,1
8,0,18,0,swipeUp,1
8,0,25,0,swipeUp,1
4,21,0,0,swipeUp,1
7,25,0,0,swipeUp,1
8,0,29,27,swipeUp,1
8,0,22,0,swipeUp,1
4,29,0,0,swipeUp,1
9,0,0,16,swipeUp,1
4,30,0,0,swipeUp,1
4,29,0,0,swipeUp,1
9,0,0,21,swipeUp,1
8,0,29,0,swipeUp,1
4,28,0,0,swipeUp,1
5,0,8,7,swipeUp,1
8,0,17,0,swipeUp,1
8,0,27,0,swipeUp,1
6,0,0,5,swipeUp,1
5,0,27,0,swipeUp,1
8,0,17,0,swipeUp,1
8,0,13,0,swipeUp,1
8,0,13,0,swipeUp,1
8,0,14,0,swipeUp,1
8,0,13,0,swipeUp,1
6,0,0,26,swipeUp,1
8,0,19,0,swipeUp,1
8,0,16,0,swipeUp,1
7,18,0,0,swipeUp,1
6,0,0,27,swipeUp,1
8,0,19,0,swipeUp,1
5,0,6,0,swipeUp,1
8,0,16,0,swipeUp,1
4,28,0,0,swipeUp,1
3,0,0,4,swipeUp,1
8,0,16,15,swipeUp,1
8,0,15,0,swipeUp,1
8,0,20,0,swipeUp,1
4,26,0,0,swipeUp,1
8,0,17,0,swipeUp,1
9,0,0,19,swipeUp,1
6,0,0,15,swipeUp,1
8,15,21,0,swipeUp,1
8,0,20,0,swipeUp,1
8,0,24,27,swipeUp,1
9,0,0,21,swipeUp,1
8,23,25,0,swipeUp,1
8,0,21,23,swipeUp,1
8,0,20,0,swipeUp,1
8,0,27,0,swipeUp,1
8,16,17,16,swipeUp,1
8,0,21,21,swipeUp,1
5,0,29,0,swipeUp,1
8,0,29,0,swipeUp,1
5,0,27,29,swipeUp,1
8,0,26,0,swipeUp,1
5,0,27,0,swipeUp,1
4,23,0,0,swipeUp,1
4,29,0,0,swipeUp,1
7,25,0,0,swipeUp,1
6,0,0,29,swipeUp,1
8,0,20,0,swipeUp,1
5,0,27,0,swipeUp,1
5,0,19,0,swipeUp,1
6,0,0,24,swipeUp,1
6,0,0,12,swipeUp,1
5,0,26,0,swipeUp,1
7,24,0,0,swipeUp,1
6,0,0,28,swipeUp,1
7,25,0,0,swipeUp,1
4,26,0,0,swipeUp,1
8,0,23,0,swipeUp,1
6,0,0,20,swipeUp,1
4,21,0,0,swipeUp,1
8,0,20,0,swipeUp,1
8,0,24,0,swipeUp,1
8,0,21,0,swipeUp,1
6,0,0,23,swipeUp,1
6,0,0,27,swipeUp,1
4,29,0,0,swipeUp,1
8,0,27,0,swipeUp,1
4,19,0,0,swipeUp,1
8,0,19,0,swipeUp,1
6,0,0,26,swipeUp,1
5,0,28,0,swipeUp,1
8,0,28,0,swipeUp,1
5,0,22,0,swipeUp,1
9,0,0,28,swipeUp,1
9,0,0,19,swipeUp,1
9,0,0,26,swipeUp,1
9,0,0,25,swipeUp,1
7,24,0,0,swipeUp,1
5,0,27,0,swipeUp,1
9,0,0,26,swipeUp,1
4,24,0,0,swipeUp,1
5,0,28,0,swipeUp,1
6,0,0,30,swipeUp,1
8,0,29,0,swipeUp,1
8,0,27,0,swipeUp,1
8,0,24,0,swipeUp,1
5,0,16,0,swipeUp,1
5,26,25,0,swipeUp,1
5,0,24,0,swipeUp,1
5,0,29,0,swipeUp,1
5,0,27,0,swipeUp,1
5,0,11,11,swipeUp,1
6,0,0,10,swipeUp,1
6,0,0,29,swipeUp,1
8,0,20,0,swipeUp,1
8,0,17,20,swipeUp,1
8,0,21,0,swipeUp,1
6,0,0,28,swipeUp,1
8,27,24,0,swipeUp,1
8,0,25,0,swipeUp,1
4,29,0,0,swipeUp,1
2,0,5,0,swipeUp,1
6,0,0,24,swipeUp,1
7,29,0,0,swipeUp,1
3,0,0,3,swipeUp,1
8,0,19,21,swipeUp,1
8,0,19,0,swipeUp,1
4,23,0,0,swipeUp,1
4,28,0,0,swipeUp,1
8,0,17,0,swipeUp,1
5,0,24,0,swipeUp,1
9,0,0,20,swipeUp,1
7,23,0,0,swipeUp,1
5,0,26,0,swipeUp,1
8,0,28,0,swipeUp,1
6,0,0,15,swipeUp,1
7,24,0,0,swipeUp,1
8,0,27,0,swipeUp,1
8,0,24,25,swipeUp,1
5,0,29,0,swipeUp,1
8,0,18,20,swipeUp,1
8,0,24,0,swipeUp,1
5,0,29,0,swipeUp,1
8,0,28,0,swipeUp,1
5,0,27,0,swipeUp,1
5,0,28,0,swipeUp,1
5,0,23,0,swipeUp,1
5,27,27,0,swipeUp,1
8,0,21,0,swipeUp,1
6,0,0,27,swipeUp,1
6,0,0,25,swipeUp,1
5,0,29,0,swipeUp,1
9,0,0,28,swipeUp,1
5,0,27,0,swipeUp,1
6,0,0,27,swipeUp,1
5,0,22,0,swipeUp,1
4,27,0,0,swipeUp,1
8,0,21,0,swipeUp,1
5,0,26,0,swipeUp,1
5,0,26,27,swipeUp,1
9,0,0,24,swipeUp,1
9,0,0,28,swipeUp,1
5,0,27,0,swipeUp,1
7,20,0,0,swipeUp,1
8,0,25,0,swipeUp,1
5,0,28,0,swipeUp,1
4,27,0,0,swipeUp,1
5,0,29,0,swipeUp,1
6,0,0,26,swipeUp,1
9,0,0,23,swipeUp,1
5,0,29,0,swipeUp,1
5,0,29,0,swipeUp,1
5,0,28,0,swipeUp,1
5,0,27,0,swipeUp,1
4,30,0,0,swipeUp,1
8,0,30,0,swipeUp,1
6,0,0,26,swipeUp,1
8,0,15,0,swipeUp,1
6,0,0,25,swipeUp,1
8,0,16,0,swipeUp,1
6,0,0,22,swipeUp,1
5,0,29,0,swipeUp,1
8,0,23,26,swipeUp,1
4,29,0,0,swipeUp,1
5,0,8,8,swipeUp,1
3,0,0,5,swipeUp,1
9,0,0,21,swipeUp,1
5,0,29,0,swipeUp,1
5,0,27,0,swipeUp,1
7,29,0,0,swipeUp,1
8,0,26,0,swipeUp,1
8,0,22,21,swipeUp,1
6,0,0,24,swipeUp,1
5,29,22,0,swipeUp,1
8,0,27,0,swipeUp,1
6,0,0,27,swipeUp,1
9,0,0,19,swipeUp,1
4,28,0,0,swipeUp,1
8,0,27,26,swipeUp,1
9,0,0,27,swipeUp,1
5,0,24,0,swipeUp,1
9,0,0,25,swipeUp,1
8,0,26,0,swipeUp,1
8,0,27,0,swipeUp,1
4,30,0,0,swipeUp,1
5,0,27,0,swipeUp,1
4,24,0,0,swipeUp,1
8,0,26,0,swipeUp,1
6,0,0,29,swipeUp,1
5,0,27,25,swipeUp,1
7,28,0,0,swipeUp,1
6,0,0,26,swipeUp,1
5,0,27,0,swipeUp,1
8,0,27,0,swipeUp,1
5,0,25,0,swipeUp,1
5,23,29,0,swipeUp,1
4,28,0,0,swipeUp,1
8,0,26,0,swipeUp,1
5,0,27,0,swipeUp,1
5,0,26,0,swipeUp,1
5,0,28,0,swipeUp,1
6,0,0,29,swipeUp,1
5,0,24,0,swipeUp,1
6,0,0,21,swipeUp,1
8,0,28,0,swipeUp,1
8,0,27,0,swipeUp,1
5,0,27,0,swipeUp,1
8,0,16,0,swipeUp,1
9,0,0,28,swipeUp,1
8,22,23,0,swipeUp,1
9,0,0,27,swipeUp,1
5,0,29,0,swipeUp,1
8,0,27,0,swipeUp,1
5,0,11,13,swipeUp,1
9,0,0,22,swipeUp,1
8,0,27,0,swipeUp,1
4,26,0,0,swipeUp,1
4,24,0,0,swipeUp,1
8,0,26,0,swipeUp,1
8,0,24,24,swipeUp,1
6,0,0,27,swipeUp,1
8,0,24,0,swipeUp,1
4,27,0,0,swipeUp,1
5,0,22,0,swipeUp,1
5,0,28,28,swipeUp,1
6,0,0,26,swipeUp,1
9,0,0,27,swipeUp,1
5,0,29,0,swipeUp,1
4,26,0,0,swipeUp,1
4,29,0,0,swipeUp,1
6,0,0,28,swipeUp,1
5,0,28,0,swipeUp,1
4,29,0,0,swipeUp,1
9,0,0,27,swipeUp,1
5,0,24,0,swipeUp,1
8,0,29,0,swipeUp,1
5,0,26,27,swipeUp,1
5,0,30,0,swipeUp,1
5,0,27,0,swipeUp,1
5,0,23,26,swipeUp,1
5,0,29,0,swipeUp,1
5,0,21,0,swipeUp,1
5,0,28,27,swipeUp,1
7,28,0,0,swipeUp,1
9,0,0,27,swipeUp,1
5,0,29,0,swipeUp,1
8,0,19,0,swipeUp,1
5,0,27,0,swipeUp,1
8,0,29,0,swipeUp,1
5,0,26,0,swipeUp,1
8,0,26,0,swipeUp,1
5,0,28,0,swipeUp,1
9,0,0,26,swipeUp,1
8,25,25,0,swipeUp,1
6,0,0,24,swipeUp,1
5,0,29,0,swipeUp,1
8,0,28,0,swipeUp,1
4,27,0,0,swipeUp,1
6,0,0,29,swipeUp,1
8,0,28,0,swipeUp,1
8,0,29,0,swipeUp,1
4,27,0,0,swipeUp,1
8,0,29,0,swipeUp,1
5,0,29,0,swipeUp,1
6,0,0,24,swipeUp,1
4,28,0,0,swipeUp,1
5,0,29,0,swipeUp,1
8,0,29,0,swipeUp,1
8,0,29,0,swipeUp,1
5,0,29,0,swipeUp,1
6,0,0,27,swipeUp,1
4,29,0,0,swipeUp,1
6,0,0,28,swipeUp,1
5,0,27,0,swipeUp,1
6,0,0,29,swipeUp,1
5,0,28,0,swipeUp,1
8,0,28,0,swipeUp,1
6,0,0,27,swipeUp,1
4,29,0,0,swipeUp,1
5,0,27,0,swipeUp,1
6,0,0,22,swipeUp,1
6,0,0,28,swipeUp,1
8,0,27,0,swipeUp,1
9,0,0,28,swipeUp,1
7,27,0,0,swipeUp,1
6,0,0,27,swipeUp,1
4,27,0,0,swipeUp,1
5,0,26,0,swipeUp,1
5,0,24,0,swipeUp,1
9,0,0,29,swipeUp,1
5,0,29,0,swipeUp,1
6,0,0,27,swipeUp,1
5,29,27,0,swipeUp,1
5,0,29,0,swipeUp,1
5,0,25,25,swipeUp,1
8,0,28,0,swipeUp,1
4,27,0,0,swipeUp,1
5,29,27,0,swipeUp,1
8,24,26,0,swipeUp,1
5,0,21,0,swipeUp,1
5,16,19,0,swipeUp,1
2,0,5,0,swipeUp,1
3,0,0,4,swipeUp,1
2,0,4,0,swipeUp,1
3,0,0,3,swipeUp,1
4,9,0,0,swipeUp,1
2,0,4,0,swipeUp,1
3,0,0,3,swipeUp,1
6,0,0,7,swipeUp,1
5,0,7,7,swipeUp,1
7,19,0,0,swipeUp,1
6,0,0,7,swipeUp,1
6,0,0,9,swipeUp,1
5,0,7,5,swipeUp,1
6,0,0,11,swipeUp,1
5,17,20,0,swipeUp,1
3,0,0,4,swipeUp,1
2,0,5,0,swipeUp,1
3,0,0,3,swipeUp,1
3,0,0,5,swipeUp,1
5,0,8,6,swipeUp,1
5,0,23,0,swipeUp,1
5,0,7,0,swipeUp,1
3,0,0,3,swipeUp,1
3,0,0,4,swipeUp,1
8,18,16,0,swipeUp,1
6,0,0,26,swipeUp,1
7,13,0,0,swipeUp,1
6,0,0,6,swipeUp,1
5,0,8,0,swipeUp,1
4,26,0,0,swipeUp,1
5,0,8,9,swipeUp,1
6,0,0,9,swipeUp,1
6,0,0,6,swipeUp,1
6,0,0,11,swipeUp,1
3,0,0,5,swipeUp,1
2,0,4,0,swipeUp,1
4,6,0,0,swipeUp,1
2,0,5,0,swipeUp,1
9,0,0,14,swipeUp,1
3,0,0,3,swipeUp,1
2,0,5,0,swipeUp,1
8,0,22,0,swipeUp,1
3,0,0,5,swipeUp,1
4,7,0,0,swipeUp,1
5,0,5,0,swipeUp,1
3,0,0,3,swipeUp,1
8,0,15,0,swipeUp,1
5,0,8,0,swipeUp,1
5,0,9,7,swipeUp,1
5,0,8,5,swipeUp,1
1,5,0,0,swipeUp,1
3,0,0,3,swipeUp,1
3,0,0,3,swipeUp,1
2,0,5,0,swipeUp,1
4,6,0,0,swipeUp,1
5,0,8,0,swipeUp,1
6,0,0,8,swipeUp,1
5,0,9,9,swipeUp,1
5,0,11,0,swipeUp,1
5,0,9,12,swipeUp,1
6,0,0,7,swipeUp,1
5,0,7,0,swipeUp,1
6,0,0,12,swipeUp,1
6,0,0,12,swipeUp,1
